,fecha_hecho,latitud,longitud,sexo,edad,medio_transporte,modalidad,sede_receptora
1776,2017-10-26,6.2306056,-75.57554736,Hombre,24,Metro,Cosquilleo,Poblado
1777,2017-10-26,6.2306056,-75.57554736,Hombre,24,Metro,Cosquilleo,Poblado
1778,2017-10-26,6.25044516,-75.56819463,Hombre,43,Metro,Cosquilleo,Candelaria
1779,2017-10-26,6.24876186,-75.58324709,Mujer,38,Taxi,Atraco,Laureles
1780,2017-10-26,6.24876186,-75.58324709,Mujer,38,Taxi,Atraco,Laureles
1781,2017-10-26,6.2306056,-75.57554736,Hombre,24,Metro,Cosquilleo,Poblado
1782,2017-10-26,6.24725286,-75.56968278,Hombre,41,Metro,Cosquilleo,Candelaria
1783,2017-10-26,6.19701385,-75.57287699,Hombre,45,Taxi,Atraco,Poblado
1784,2017-10-26,6.28090796,-75.5889768,Mujer,26,Taxi,Descuido,Castilla
1785,2017-10-26,6.24309572,-75.57131916,Mujer,40,Metro,Cosquilleo,Candelaria
1786,2017-10-26,6.2763474,-75.57007171,Hombre,42,Metro,Cosquilleo,Castilla
1787,2017-10-27,6.23061582,-75.57556778,Mujer,63,Metro,Cosquilleo,Poblado
1788,2017-10-27,6.23061582,-75.57556778,Mujer,63,Metro,Cosquilleo,Poblado
1789,2017-10-27,6.24924151,-75.57531297,Mujer,47,Metro,Cosquilleo,Candelaria
1790,2017-10-27,6.23062573,-75.57546951,Hombre,26,Metro,Cosquilleo,Poblado
1791,2017-10-27,6.23061582,-75.57556778,Mujer,63,Metro,Cosquilleo,Poblado
1792,2017-10-27,6.23001764,-75.57088326,Hombre,20,Autobus,Cosquilleo,Candelaria
1793,2017-10-27,6.24924151,-75.57531297,Mujer,47,Metro,Cosquilleo,Candelaria
1794,2017-10-27,6.26421027,-75.56418051,Hombre,34,Autobus,Cosquilleo,Aranjuez
1795,2017-10-27,6.2638712,-75.56328596,Mujer,34,Autobus,Atraco,Candelaria
1796,2017-10-28,6.27767234,-75.55004491,Hombre,31,Taxi,Atraco,Manrique
1797,2017-10-28,6.27511127,-75.63543362,Hombre,59,Taxi,Atraco,Doce de Octubre
1798,2017-10-28,6.20141504,-75.57948362,Hombre,30,Taxi,Descuido,Poblado
1799,2017-10-28,6.27767234,-75.55004491,Hombre,31,Taxi,Atraco,Manrique
1800,2017-10-28,6.27767234,-75.55004491,Hombre,31,Taxi,Atraco,Manrique
1801,2017-10-28,6.24744606,-75.56967651,Mujer,27,Metro,Cosquilleo,Candelaria
1802,2017-10-28,6.25015854,-75.56765527,Mujer,37,Metro,Cosquilleo,Candelaria
1803,2017-10-28,6.25432545,-75.57476692,Mujer,37,Autobus,Atraco,Candelaria
1804,2017-10-28,6.24745909,-75.56968838,Mujer,44,Metro,Cosquilleo,Candelaria
1805,2017-10-30,6.20796884,-75.5536547,Mujer,21,Metro,Descuido,Poblado
1806,2017-10-30,6.20796884,-75.5536547,Mujer,21,Metro,Descuido,Poblado
1807,2017-10-30,6.20796884,-75.5536547,Mujer,21,Metro,Descuido,Poblado
1808,2017-10-30,6.20796884,-75.5536547,Mujer,21,Metro,Descuido,Poblado
1809,2017-10-30,6.20374969,-75.57035598,Hombre,24,Taxi,Descuido,Poblado
1810,2017-10-30,6.24970662,-75.5631223,Hombre,36,Taxi,Atraco,Candelaria
1811,2017-10-30,6.24674832,-75.56944275,Hombre,33,Metro,Cosquilleo,Candelaria
1812,2017-10-30,6.21309424,-75.57755018,Hombre,39,Metro,Cosquilleo,Poblado
1813,2017-10-30,6.24970662,-75.5631223,Hombre,36,Taxi,Atraco,Candelaria
1814,2017-10-30,6.20796884,-75.5536547,Mujer,21,Metro,Descuido,Poblado
1815,2017-10-30,6.24901488,-75.57508498,Mujer,45,Metro,Cosquilleo,Candelaria
1816,2017-10-30,6.24674832,-75.56944275,Hombre,33,Metro,Cosquilleo,Candelaria
1817,2017-10-30,6.25951906,-75.56510157,Mujer,36,Autobus,Cosquilleo,Candelaria
1818,2017-10-30,6.26311802,-75.56340053,Hombre,31,Metro,Cosquilleo,Candelaria
1819,2017-10-30,6.24901488,-75.57508498,Mujer,45,Metro,Cosquilleo,Candelaria
1820,2017-10-31,6.25531466,-75.58135996,Hombre,22,Autobus,Cosquilleo,Laureles
1821,2017-10-31,6.25698296,-75.56584746,Hombre,77,Metro,Cosquilleo,Candelaria
1822,2017-10-31,6.28042296,-75.57184087,Mujer,29,Autobus,Cosquilleo,Castilla
1823,2017-10-31,6.23935134,-75.58754556,Hombre,42,Autobus,Cosquilleo,Laureles
1824,2017-10-31,6.24723394,-75.56961163,Hombre,52,Metro,Cosquilleo,Candelaria
1825,2017-11-01,6.24730977,-75.56989558,Mujer,23,Metro,Cosquilleo,Candelaria
1826,2017-11-01,6.2472708,-75.56961908,Hombre,23,Metro,Cosquilleo,Candelaria
1827,2017-11-01,6.19504713,-75.58110235,Hombre,19,Metro,Cosquilleo,Poblado
1828,2017-11-01,6.2472708,-75.56961908,Hombre,23,Metro,Cosquilleo,Candelaria
1829,2017-11-01,6.25681935,-75.57261978,Hombre,41,Taxi,Atraco,Candelaria
1830,2017-11-01,6.19504713,-75.58110235,Hombre,19,Metro,Cosquilleo,Poblado
1831,2017-11-01,6.19504713,-75.58110235,Hombre,19,Metro,Cosquilleo,Poblado
1832,2017-11-01,6.25053508,-75.60227097,Hombre,28,Taxi,Atraco,Laureles
1833,2017-11-01,6.21275054,-75.57800504,Hombre,25,Metro,Cosquilleo,Poblado
1834,2017-11-01,6.29528996,-75.54223161,Mujer,19,Autobus,Atraco,Popular
1835,2017-11-02,6.21857407,-75.58070334,Mujer,26,Taxi,Atraco,Belén
1836,2017-11-02,6.26072057,-75.59812598,Mujer,44,Taxi,Atraco,Laureles
1837,2017-11-02,6.24996316,-75.5686046,Mujer,27,Metro,Cosquilleo,Candelaria
1838,2017-11-02,6.25602241,-75.5640914,Hombre,42,Autobus,Cosquilleo,Candelaria
1839,2017-11-02,6.24735646,-75.56972861,Hombre,26,Metro,Cosquilleo,Candelaria
1840,2017-11-02,6.26932348,-75.56586757,Mujer,55,Metro,Cosquilleo,Aranjuez
1841,2017-11-02,6.23961568,-75.57767063,Mujer,69,Taxi,Atraco,Laureles
1842,2017-11-02,6.24730428,-75.56972491,Hombre,26,Metro,Cosquilleo,Candelaria
1843,2017-11-02,6.26932348,-75.56586757,Mujer,55,Metro,Cosquilleo,Aranjuez
1844,2017-11-02,6.24996316,-75.5686046,Mujer,27,Metro,Cosquilleo,Candelaria
1845,2017-11-02,6.25977049,-75.57464676,Mujer,19,Autobus,Cosquilleo,Castilla
1846,2017-11-02,6.24486351,-75.57057149,Mujer,31,Autobus,Cosquilleo,Candelaria
1847,2017-11-03,6.23406886,-75.56768745,Hombre,39,Taxi,Atraco,Candelaria
1848,2017-11-03,6.24675526,-75.57752091,Mujer,41,Autobus,Cosquilleo,Candelaria
1849,2017-11-03,6.23406886,-75.56768745,Hombre,39,Taxi,Atraco,Candelaria
1850,2017-11-03,6.25303692,-75.56927033,Mujer,20,Taxi,Atraco,Candelaria
1851,2017-11-03,6.21295629,-75.58680087,Mujer,32,Taxi,Atraco,Belén
1852,2017-11-03,6.21793463,-75.58105852,Mujer,24,Autobus,Cosquilleo,Belén
1853,2017-11-03,6.25502995,-75.56672722,Mujer,33,Autobus,Atraco,Candelaria
1854,2017-11-03,6.24734446,-75.56977287,Hombre,19,Metro,Cosquilleo,Candelaria
1855,2017-11-03,6.21123894,-75.57813391,Mujer,31,Metro,Atraco,Poblado
1856,2017-11-03,6.2570797,-75.56565253,Hombre,33,Autobus,Atraco,Candelaria
1857,2017-11-04,6.25270728,-75.56855443,Mujer,20,Autobus,Cosquilleo,Candelaria
1858,2017-11-04,6.2297275,-75.60698032,Mujer,52,Taxi,Descuido,Belén
1859,2017-11-04,6.20687435,-75.58605896,Mujer,39,Autobus,Cosquilleo,Belén
1860,2017-11-04,6.26464191,-75.56888294,Hombre,23,Taxi,Atraco,Aranjuez
1861,2017-11-04,6.24547397,-75.57254761,Hombre,33,Autobus,Atraco,Candelaria
1862,2017-11-04,6.24547397,-75.57254761,Hombre,33,Autobus,Atraco,Candelaria
1863,2017-11-04,6.26464191,-75.56888294,Hombre,23,Taxi,Atraco,Aranjuez
1864,2017-11-04,6.25272119,-75.56273567,Hombre,36,Autobus,Atraco,Candelaria
1865,2017-11-04,6.21047255,-75.57006577,Mujer,32,Taxi,Descuido,Poblado
1866,2017-11-04,6.24961874,-75.56799284,Mujer,36,Taxi,Atraco,Candelaria
1867,2017-11-05,6.24056938,-75.60530812,Mujer,49,Taxi,Descuido,Laureles
1868,2017-11-05,6.24056938,-75.60530812,Mujer,49,Taxi,Descuido,Laureles
1869,2017-11-05,6.26943546,-75.56591451,Hombre,19,Metro,Cosquilleo,Aranjuez
1870,2017-11-05,6.25129356,-75.56335382,Mujer,29,Autobus,Raponazo,Candelaria
1871,2017-11-06,6.27119056,-75.55446708,Hombre,48,Taxi,Descuido,Aranjuez
1872,2017-11-06,6.29230886,-75.57123438,Mujer,42,Autobus,Raponazo,Castilla
1873,2017-11-06,6.29230886,-75.57123438,Mujer,42,Autobus,Raponazo,Castilla
1874,2017-11-06,6.29057639,-75.56475312,Mujer,25,Metro,Cosquilleo,Castilla
1875,2017-11-06,6.29230886,-75.57123438,Mujer,42,Autobus,Raponazo,Castilla
1876,2017-11-06,6.27007275,-75.56636067,Hombre,18,Autobus,Cosquilleo,Aranjuez
1877,2017-11-06,6.21651333,-75.58798641,Hombre,30,Autobus,Descuido,Belén
1878,2017-11-07,6.24921911,-75.56888526,Hombre,39,Autobus,Raponazo,Candelaria
1879,2017-11-07,6.24394466,-75.56329826,Mujer,25,Taxi,Atraco,Candelaria
1880,2017-11-07,6.25056305,-75.56819358,Hombre,41,Metro,Cosquilleo,Candelaria
1881,2017-11-07,6.2386169,-75.57303456,Hombre,25,Metro,Cosquilleo,Candelaria
1882,2017-11-07,6.24722979,-75.56967229,Mujer,38,Metro,Cosquilleo,Candelaria
1883,2017-11-07,6.24944465,-75.56800746,Mujer,69,Autobus,Raponazo,Candelaria
1884,2017-11-07,6.25064595,-75.56399905,Mujer,41,Autobus,Atraco,Candelaria
1885,2017-11-07,6.2518373,-75.57264887,Mujer,59,Taxi,Atraco,Candelaria
1886,2017-11-07,6.19512766,-75.59103055,Mujer,27,Autobus,Cosquilleo,Belén
1887,2017-11-07,6.26606939,-75.57483822,Mujer,18,Autobus,Cosquilleo,Castilla
1888,2017-11-07,6.21078293,-75.57047884,Mujer,22,Autobus,Cosquilleo,Poblado
1889,2017-11-08,6.23930289,-75.60062968,Mujer,43,Autobus,Cosquilleo,Laureles
1890,2017-11-08,6.24192238,-75.58713906,Mujer,19,Autobus,Cosquilleo,Laureles
1891,2017-11-08,6.2530734,-75.5692849,Mujer,41,Taxi,Atraco,Candelaria
1892,2017-11-08,6.2530734,-75.5692849,Mujer,41,Taxi,Atraco,Candelaria
1893,2017-11-08,6.24191171,-75.58716052,Hombre,21,Autobus,Cosquilleo,Laureles
1894,2017-11-08,6.25901214,-75.62917104,Hombre,23,Autobus,Atraco,San Javier
1895,2017-11-08,6.2530734,-75.5692849,Mujer,41,Taxi,Atraco,Candelaria
1896,2017-11-08,6.22733265,-75.60216678,Mujer,32,Autobus,Cosquilleo,Belén
1897,2017-11-08,6.2530734,-75.5692849,Mujer,41,Taxi,Atraco,Candelaria
1898,2017-11-08,6.2530734,-75.5692849,Mujer,41,Taxi,Atraco,Candelaria
1899,2017-11-08,6.2530734,-75.5692849,Mujer,41,Taxi,Atraco,Candelaria
1900,2017-11-08,6.27301363,-75.5936336,Mujer,57,Autobus,Cosquilleo,Castilla
1901,2017-11-08,6.2530734,-75.5692849,Mujer,41,Taxi,Atraco,Candelaria
1902,2017-11-08,6.2530734,-75.5692849,Mujer,41,Taxi,Atraco,Candelaria
1903,2017-11-08,6.24698199,-75.56979699,Hombre,20,Metro,Cosquilleo,Candelaria
1904,2017-11-09,6.21335201,-75.57709613,Hombre,32,Metro,Cosquilleo,Poblado
1905,2017-11-09,6.26392588,-75.56333361,Hombre,36,Metro,Cosquilleo,Candelaria
1906,2017-11-09,6.24883539,-75.60514564,Hombre,45,Taxi,Atraco,Laureles
1907,2017-11-09,6.25096032,-75.57391973,Mujer,25,Autobus,Cosquilleo,Candelaria
1908,2017-11-09,6.24883539,-75.60514564,Hombre,45,Taxi,Atraco,Laureles
1909,2017-11-09,6.25096032,-75.57391973,Mujer,25,Autobus,Cosquilleo,Candelaria
1910,2017-11-09,6.25096032,-75.57391973,Mujer,25,Autobus,Cosquilleo,Candelaria
1911,2017-11-09,6.25096032,-75.57391973,Mujer,25,Autobus,Cosquilleo,Candelaria
1912,2017-11-09,6.24883539,-75.60514564,Hombre,45,Taxi,Atraco,Laureles
1913,2017-11-09,6.23037275,-75.57544976,Hombre,39,Metro,Cosquilleo,Poblado
1914,2017-11-09,6.25096032,-75.57391973,Mujer,25,Autobus,Cosquilleo,Candelaria
1915,2017-11-09,6.23861332,-75.57308537,Hombre,55,Metro,Cosquilleo,Candelaria
1916,2017-11-09,6.25096032,-75.57391973,Mujer,25,Autobus,Cosquilleo,Candelaria
1917,2017-11-09,6.3016884,-75.5640021,Hombre,37,Autobus,Cosquilleo,Castilla
1918,2017-11-09,6.23871798,-75.59680763,Mujer,24,Autobus,Atraco,Belén
1919,2017-11-09,6.25096032,-75.57391973,Mujer,25,Autobus,Cosquilleo,Candelaria
1920,2017-11-09,6.25539954,-75.59363972,Hombre,28,Metro,Atraco,Laureles
1921,2017-11-09,6.24563596,-75.56725943,Mujer,19,Autobus,Raponazo,Candelaria
1922,2017-11-09,6.24127343,-75.56967234,Hombre,26,Taxi,Atraco,Candelaria
1923,2017-11-09,6.24928315,-75.58367452,Hombre,27,Autobus,Cosquilleo,Laureles
1924,2017-11-10,6.24757777,-75.57024069,Hombre,28,Metro,Cosquilleo,Candelaria
1925,2017-11-10,6.24726964,-75.56960791,Mujer,26,Metro,Atraco,Candelaria
1926,2017-11-10,6.21166036,-75.56976348,Mujer,26,Autobus,Atraco,Poblado
1927,2017-11-10,6.24726195,-75.56971921,Hombre,24,Metro,Cosquilleo,Candelaria
1928,2017-11-10,6.24734093,-75.56970445,Hombre,26,Metro,Cosquilleo,Candelaria
1929,2017-11-10,6.24700651,-75.5697903,Hombre,38,Metro,Cosquilleo,Candelaria
1930,2017-11-10,6.24730291,-75.56982362,Hombre,25,Metro,Cosquilleo,Candelaria
1931,2017-11-11,6.24241769,-75.58134311,Hombre,35,Taxi,Atraco,Laureles
1932,2017-11-11,6.24241769,-75.58134311,Hombre,35,Taxi,Atraco,Laureles
1933,2017-11-11,6.24241769,-75.58134311,Hombre,35,Taxi,Atraco,Laureles
1934,2017-11-11,6.24241769,-75.58134311,Hombre,35,Taxi,Atraco,Laureles
1935,2017-11-11,6.24241769,-75.58134311,Hombre,35,Taxi,Atraco,Laureles
1936,2017-11-11,6.24241769,-75.58134311,Hombre,35,Taxi,Atraco,Laureles
1937,2017-11-11,6.24241769,-75.58134311,Hombre,35,Taxi,Atraco,Laureles
1938,2017-11-11,6.24241769,-75.58134311,Hombre,35,Taxi,Atraco,Laureles
1939,2017-11-11,6.26942633,-75.56569762,Mujer,21,Metro,Cosquilleo,Aranjuez
1940,2017-11-11,6.24520575,-75.56763567,Hombre,28,Taxi,Atraco,Candelaria
1941,2017-11-11,6.24777776,-75.56548377,Mujer,34,Autobus,Atraco,Candelaria
1942,2017-11-12,6.2473058,-75.56973398,Hombre,45,Metro,Cosquilleo,Candelaria
1943,2017-11-12,6.2473058,-75.56973398,Hombre,45,Metro,Cosquilleo,Candelaria
1944,2017-11-12,6.25603958,-75.56239766,Hombre,27,Taxi,Atraco,Candelaria
1945,2017-11-12,6.20752204,-75.56779261,Mujer,32,Taxi,Cosquilleo,Poblado
1946,2017-11-12,6.24696287,-75.57511456,Hombre,24,Autobus,Cosquilleo,Candelaria
1947,2017-11-12,6.24666351,-75.57696686,Hombre,24,Autobus,Cosquilleo,Candelaria
1948,2017-11-13,6.27997641,-75.57179826,Hombre,57,Autobus,Cosquilleo,Castilla
1949,2017-11-13,6.24543998,-75.56374254,Hombre,28,Taxi,Atraco,Candelaria
1950,2017-11-13,6.28195961,-75.56111264,Mujer,28,Taxi,Engaño,Aranjuez
1951,2017-11-14,6.30001415,-75.55847675,Hombre,26,Metro,Cosquilleo,Castilla
1952,2017-11-14,6.23653735,-75.57318292,Hombre,23,Taxi,Atraco,Candelaria
1953,2017-11-14,6.23057978,-75.57556092,Hombre,31,Metro,Cosquilleo,Poblado
1954,2017-11-14,6.24757412,-75.57059242,Mujer,45,Autobus,Atraco,Candelaria
1955,2017-11-14,6.23653735,-75.57318292,Hombre,23,Taxi,Atraco,Candelaria
1956,2017-11-14,6.24757412,-75.57059242,Mujer,45,Autobus,Atraco,Candelaria
1957,2017-11-14,6.27354531,-75.57987388,Mujer,59,Autobus,Cosquilleo,Castilla
1958,2017-11-14,6.2241559,-75.60261225,Mujer,45,Autobus,Cosquilleo,Belén
1959,2017-11-15,6.25043908,-75.60243035,Hombre,23,Autobus,Atraco,Laureles
1960,2017-11-15,6.23052034,-75.60068089,Mujer,13,Autobus,Descuido,Belén
1961,2017-11-15,6.2788976,-75.57086319,Hombre,40,Autobus,Descuido,Castilla
1962,2017-11-15,6.25043908,-75.60243035,Hombre,23,Autobus,Atraco,Laureles
1963,2017-11-15,6.24683638,-75.5664643,Mujer,19,Autobus,Atraco,Candelaria
1964,2017-11-15,6.25043908,-75.60243035,Hombre,23,Autobus,Atraco,Laureles
1965,2017-11-15,6.24726877,-75.56973964,Hombre,60,Metro,Cosquilleo,Candelaria
1966,2017-11-15,6.226907,-75.60137063,Mujer,29,Autobus,Cosquilleo,Belén
1967,2017-11-15,6.27604051,-75.56252862,Mujer,28,Autobus,Cosquilleo,Aranjuez
1968,2017-11-15,6.24724825,-75.56970592,Hombre,25,Metro,Cosquilleo,Candelaria
1969,2017-11-16,6.24880279,-75.58592668,Mujer,31,Autobus,Cosquilleo,Laureles
1970,2017-11-16,6.2500776,-75.56278266,Hombre,24,Taxi,Atraco,Candelaria
1971,2017-11-16,6.24979308,-75.56870626,Mujer,42,Metro,Cosquilleo,Candelaria
1972,2017-11-16,6.24984021,-75.56300969,Mujer,32,Autobus,Cosquilleo,Candelaria
1973,2017-11-16,6.2639791,-75.57513863,Mujer,19,Autobus,Cosquilleo,Castilla
1974,2017-11-16,6.2500776,-75.56278266,Hombre,24,Taxi,Atraco,Candelaria
1975,2017-11-16,6.24837056,-75.5653704,Mujer,41,Autobus,Cosquilleo,Candelaria
1976,2017-11-16,6.23954589,-75.58310923,Mujer,22,Autobus,Cosquilleo,Laureles
1977,2017-11-17,6.24814236,-75.56696323,Mujer,27,Taxi,Descuido,Candelaria
1978,2017-11-17,6.2620481,-75.5626939,Mujer,62,Autobus,Cosquilleo,Candelaria
1979,2017-11-17,6.2620481,-75.5626939,Mujer,62,Autobus,Cosquilleo,Candelaria
1980,2017-11-17,6.24893731,-75.59256652,Hombre,33,Taxi,Atraco,Laureles
1981,2017-11-17,6.2620481,-75.5626939,Mujer,62,Autobus,Cosquilleo,Candelaria
1982,2017-11-17,6.24565135,-75.60252398,Hombre,68,Autobus,Cosquilleo,Laureles
1983,2017-11-17,6.1852031,-75.57895474,Hombre,25,Taxi,Atraco,Poblado
1984,2017-11-17,6.24734594,-75.56990327,Mujer,25,Metro,Cosquilleo,Candelaria
1985,2017-11-17,6.24893731,-75.59256652,Hombre,33,Taxi,Atraco,Laureles
1986,2017-11-17,6.235187,-75.57436621,Mujer,44,Metro,Cosquilleo,Candelaria
1987,2017-11-17,6.1852031,-75.57895474,Hombre,25,Taxi,Atraco,Poblado
1988,2017-11-17,6.235187,-75.57436621,Mujer,44,Metro,Cosquilleo,Candelaria
1989,2017-11-17,6.25086568,-75.60462976,Mujer,30,Autobus,Cosquilleo,Laureles
1990,2017-11-17,6.26585254,-75.57515049,Hombre,21,Autobus,Atraco,Castilla
1991,2017-11-17,6.2620481,-75.5626939,Mujer,62,Autobus,Cosquilleo,Candelaria
1992,2017-11-17,6.235187,-75.57436621,Mujer,44,Metro,Cosquilleo,Candelaria
1993,2017-11-17,6.235187,-75.57436621,Mujer,44,Metro,Cosquilleo,Candelaria
1994,2017-11-17,6.2781844,-75.5943647,Mujer,30,Autobus,Cosquilleo,Castilla
1995,2017-11-17,6.21899311,-75.58553487,Hombre,36,Autobus,Cosquilleo,Belén
1996,2017-11-17,6.2306318,-75.57540163,Hombre,27,Metro,Cosquilleo,Belén
1997,2017-11-17,6.24312126,-75.60247701,Mujer,37,Taxi,Atraco,Laureles
1998,2017-11-18,6.24905592,-75.56474634,Mujer,18,Autobus,Cosquilleo,Candelaria
1999,2017-11-18,6.24905592,-75.56474634,Mujer,18,Autobus,Cosquilleo,Candelaria
2000,2017-11-18,6.20890668,-75.56756595,Mujer,41,Taxi,Descuido,Poblado
2001,2017-11-18,6.20890668,-75.56756595,Mujer,41,Taxi,Descuido,Poblado
2002,2017-11-18,6.30437117,-75.57819572,Mujer,29,Autobus,Atraco,Doce de Octubre
2003,2017-11-18,6.20890668,-75.56756595,Mujer,41,Taxi,Descuido,Poblado
2004,2017-11-18,6.21862925,-75.59875016,Hombre,39,Taxi,Atraco,Belén
2005,2017-11-18,6.20890668,-75.56756595,Mujer,41,Taxi,Descuido,Poblado
2006,2017-11-18,6.20982965,-75.57064824,Hombre,37,Taxi,Atraco,Poblado
2007,2017-11-18,6.2544127,-75.57154264,Hombre,55,Autobus,Comisión de delito,Candelaria
2008,2017-11-18,6.20890668,-75.56756595,Mujer,41,Taxi,Descuido,Poblado
2009,2017-11-18,6.21862925,-75.59875016,Hombre,39,Taxi,Atraco,Belén
2010,2017-11-18,6.20890668,-75.56756595,Mujer,41,Taxi,Descuido,Poblado
2011,2017-11-18,6.23128589,-75.60990878,Mujer,20,Metro,Descuido,Belén
2012,2017-11-18,6.2490758,-75.56470833,Hombre,29,Taxi,Atraco,Candelaria
2013,2017-11-18,6.22839081,-75.57083041,Hombre,31,Taxi,Atraco,Poblado
2014,2017-11-18,6.24628663,-75.56688813,Mujer,36,Taxi,Atraco,Candelaria
2015,2017-11-19,6.24663858,-75.57695178,Hombre,62,Autobus,Atraco,Candelaria
2016,2017-11-19,6.23910038,-75.59665664,Mujer,22,Taxi,Cosquilleo,Laureles
2017,2017-11-20,6.24995915,-75.59860016,Hombre,69,Autobus,Cosquilleo,Laureles
2018,2017-11-20,6.24862345,-75.58303225,Mujer,22,Taxi,Atraco,Laureles
2019,2017-11-20,6.29009754,-75.57562239,Mujer,28,Taxi,Descuido,Doce de Octubre
2020,2017-11-20,6.23887299,-75.5966996,Hombre,24,Autobus,Cosquilleo,Laureles
2021,2017-11-20,6.29009754,-75.57562239,Mujer,28,Taxi,Descuido,Doce de Octubre
2022,2017-11-20,6.21216773,-75.57798174,Hombre,22,Metro,Cosquilleo,Poblado
2023,2017-11-20,6.24998708,-75.59580789,Mujer,24,Autobus,Cosquilleo,Laureles
2024,2017-11-20,6.212683,-75.57798177,Hombre,21,Metro,Cosquilleo,Poblado
2025,2017-11-21,6.20640952,-75.56862503,Mujer,29,Autobus,Cosquilleo,Poblado
2026,2017-11-21,6.24731188,-75.56975519,Hombre,31,Metro,Cosquilleo,Candelaria
2027,2017-11-21,6.25451214,-75.57489373,Mujer,58,Autobus,Cosquilleo,Candelaria
2028,2017-11-21,6.24731188,-75.56975519,Hombre,31,Metro,Cosquilleo,Candelaria
2029,2017-11-21,6.25273211,-75.58261491,Hombre,19,Metro,Atraco,Laureles
2030,2017-11-22,6.26249662,-75.60403704,Mujer,54,Autobus,Cosquilleo,Laureles
2031,2017-11-22,6.23851282,-75.57310656,Hombre,45,Metro,Cosquilleo,Candelaria
2034,2005-01-20,6.252406,-75.565205,Mujer,64,Taxi,Atraco,Candelaria
2035,2005-01-20,6.252406,-75.565205,Mujer,64,Taxi,Atraco,Candelaria
2046,2005-02-04,6.247691,-75.588364,Hombre,36,Taxi,Atraco,Laureles
2047,2005-02-04,6.247691,-75.588364,Hombre,36,Taxi,Atraco,Laureles
2048,2005-02-05,6.224441,-75.591577,Mujer,52,Taxi,Atraco,Belén
2049,2005-02-05,6.293042,-75.582209,Mujer,38,Taxi,Atraco,Doce de Octubre
2050,2005-02-05,6.224441,-75.591577,Mujer,52,Taxi,Atraco,Belén
2051,2005-02-05,6.293042,-75.582209,Mujer,38,Taxi,Atraco,Doce de Octubre
2052,2005-02-12,6.213787,-75.582261,Hombre,44,Taxi,Atraco,Belén
2053,2005-02-12,6.213787,-75.582261,Hombre,44,Taxi,Atraco,Belén
2054,2005-02-14,6.250235,-75.56948,Hombre,39,Taxi,Atraco,Candelaria
2055,2005-02-14,6.192713,-75.570148,Hombre,23,Taxi,Atraco,Poblado
2056,2005-02-14,6.245934,-75.608965,Hombre,41,Taxi,Atraco,Laureles
2057,2005-02-14,6.192713,-75.570148,Hombre,23,Taxi,Atraco,Poblado
2058,2005-02-14,6.245934,-75.608965,Hombre,41,Taxi,Atraco,Laureles
2059,2005-02-14,6.250235,-75.56948,Hombre,39,Taxi,Atraco,Candelaria
2060,2005-02-17,6.239978,-75.58756,Hombre,44,Taxi,Atraco,Laureles
2061,2005-02-17,6.239978,-75.58756,Hombre,44,Taxi,Atraco,Laureles
2063,2005-02-19,6.251836,-75.56136,Mujer,49,Taxi,Atraco,Candelaria
2064,2005-02-19,6.213031,-75.569888,Hombre,49,Taxi,Escopolamina,Poblado
2066,2005-02-19,6.213031,-75.569888,Hombre,49,Taxi,Escopolamina,Poblado
2067,2005-02-19,6.251836,-75.56136,Mujer,49,Taxi,Atraco,Candelaria
2068,2005-02-22,6.265264,-75.596952,Mujer,43,Taxi,Atraco,Laureles
2069,2005-02-22,6.265264,-75.596952,Mujer,43,Taxi,Atraco,Laureles
2070,2005-02-23,6.240729,-75.58303,Hombre,45,Taxi,Atraco,Laureles
2071,2005-02-23,6.240729,-75.58303,Hombre,45,Taxi,Atraco,Laureles
2072,2005-02-26,6.289185,-75.570325,Mujer,23,Taxi,Atraco,Castilla
2073,2005-02-26,6.289185,-75.570325,Mujer,23,Taxi,Atraco,Castilla
2074,2005-03-02,6.24277,-75.55468,Hombre,43,Taxi,Atraco,Villa Hermosa
2075,2005-03-02,6.24277,-75.55468,Hombre,43,Taxi,Atraco,Villa Hermosa
2076,2005-03-02,6.24277,-75.55468,Hombre,43,Taxi,Atraco,Villa Hermosa
2077,2005-03-02,6.24277,-75.55468,Hombre,43,Taxi,Atraco,Villa Hermosa
2084,2005-03-18,6.284516,-75.584081,Mujer,39,Taxi,Atraco,Castilla
2085,2005-03-18,6.284516,-75.584081,Mujer,39,Taxi,Atraco,Castilla
2086,2005-03-20,6.233774,-75.595339,Hombre,23,Taxi,Atraco,Belén
2087,2005-03-20,6.233774,-75.595339,Hombre,23,Taxi,Atraco,Belén
2090,2005-03-29,6.243817,-75.568352,Mujer,52,Taxi,Atraco,Candelaria
2091,2005-03-29,6.243817,-75.568352,Mujer,52,Taxi,Atraco,Candelaria
2092,2005-04-06,6.2411,-75.569533,Mujer,51,Taxi,Atraco,Candelaria
2093,2005-04-06,6.2411,-75.569533,Mujer,51,Taxi,Atraco,Candelaria
2094,2005-04-11,6.25272,-75.564232,Mujer,64,Taxi,Atraco,Candelaria
2095,2005-04-11,6.25272,-75.564232,Mujer,64,Taxi,Atraco,Candelaria
2102,2005-04-25,6.245373,-75.561608,Hombre,34,Taxi,Atraco,Candelaria
2103,2005-04-25,6.255378,-75.563347,Mujer,25,Taxi,Atraco,Candelaria
2106,2005-04-25,6.245373,-75.561608,Hombre,34,Taxi,Atraco,Candelaria
